Protein	Structural Cluster	Cluster representative	Family	Class	Consensus Class	In_tree?	Best Hit UniprotKB entry	Best Hit UniprotKB name	Best Hit UniprotKB %id	Best Hit UniprotKB e-value	UniprotKB novelty%	Average identity	Average TM-score	Abundance	Redundant_names
LEN-P5	A-IV	BRO-2	LEN	Class_A	A	No	-	-	-	-	-	-	-	0.000175064	-
LEN-P6	A-IV	BRO-2	LEN	Class_A	A	No	-	-	-	-	-	-	-	0	-
LEN-P7	A-IV	BRO-2	LEN	Class_A	A	No	-	-	-	-	-	-	-	0	-
LEN-P9	A-III	SGM-5	LEN	Class_A	A	No	-	-	-	-	-	-	-	0	-
LHK-1	C-I	21243713_len_452_MetaAn_63	LHK	Class_C	C	No	-	-	-	-	-	-	-	0	-
LHK-2	C-I	21243713_len_452_MetaAn_63	LHK	Class_C	C	No	-	-	-	-	-	-	-	0	-
LHK-5	C-I	21243713_len_452_MetaAn_63	LHK	Class_C	C	No	-	-	-	-	-	-	-	0	-
LHK-6	C-I	21243713_len_452_MetaAn_63	LHK	Class_C	C	No	-	-	-	-	-	-	-	3.04E-05	-
LHK-7	C-I	21243713_len_452_MetaAn_63	LHK	Class_C	C	No	-	-	-	-	-	-	-	0	-
LRA10-1	C-I	21243713_len_452_MetaAn_63	LRA10	Class_C	C	Yes	-	-	100	0	0	0.127	0.52227	0.001262499	-
LRA18-1	C-I	21243713_len_452_MetaAn_63	LRA18	Class_C	C	Yes	-	-	100	0	0	0.124	0.51328	0	-
LUS-1	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	LUS	Class_A	A	Yes	-	-	100	0	0	0.17	0.6655	0.000378653	-
LUT-5	A-V	1090872_len_332_MetaAn_9	LUT	Class_A	A	Yes	-	-	100	0	0	0.236	0.71482	0.00023971	-
LUT-6	A-V	1090872_len_332_MetaAn_9	LUT	Class_A	A	No	-	-	-	-	-	-	-	0.000928134	-
LYL-1	C-I	21243713_len_452_MetaAn_63	LYL	Class_C	C	Yes	-	-	100	0	0	0.119	0.51677	0.000194039	-
MAB-1	A-V	1090872_len_332_MetaAn_9	MAB	Class_A	A	Yes	-	-	100	0	0	0.213	0.70583	0	-
MCA-1	C-I	21243713_len_452_MetaAn_63	MCA	Class_C	C	Yes	-	-	100	0	0	0.111	0.50626	0.000609716	-
MFO-1	A-IV	BRO-2	MFO	Class_A	A	Yes	-	-	100	0	0	0.205	0.69884	0.000358025	-
MIA-1	A-V	1090872_len_332_MetaAn_9	MIA	Class_A	A	Yes	-	-	100	0	0	0.204	0.65465	0.000438208	-
MIN-1	A-IV	BRO-2	MIN	Class_A	A	Yes	-	-	100	0	0	0.219	0.69405	0	-
MIR-14	C-I	21243713_len_452_MetaAn_63	MIR	Class_C	C	No	-	-	-	-	-	-	-	0	-
MM3-1	A-V	1090872_len_332_MetaAn_9	MM3	Class_A	A	Yes	-	-	100	0	0	0.231	0.70413	0.00502218	-
MOM-1	A-IV	BRO-2	MOM	Class_A	A	Yes	-	-	100	0	0	0.195	0.73625	0	-
MOR-2	C-I	21243713_len_452_MetaAn_63	MOR	Class_C	C	No	-	-	-	-	-	-	-	0	-
MOX-17	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	No	-	-	-	-	-	-	-	0.000166892	-
MOX-21	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	No	-	-	-	-	-	-	-	0	-
MOX-4	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	No	-	-	-	-	-	-	-	0	-
MOX-5	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	Yes	-	-	100	0	0	0.127	0.51002	0	-
MOX-6	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	No	-	-	-	-	-	-	-	0	-
MOX-7	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	No	-	-	-	-	-	-	-	0	-
MOX-8	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	Yes	-	-	100	0	0	0.131	0.51061	0	-
MOX-9	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	Yes	-	-	100	0	0	0.132	0.51288	0	-
MYCC1-1	C-I	21243713_len_452_MetaAn_63	MYCC1	Class_C	C	Yes	-	-	100	0	0	0.118	0.5104	0	-
NLA-1	A-V	1090872_len_332_MetaAn_9	NLA	Class_A	A	Yes	-	-	100	0	0	0.217	0.68567	8.86E-05	-
NmcA	A-V	1090872_len_332_MetaAn_9	NmcA	Class_A	A	No	-	-	-	-	-	-	-	0	-
NOD-1	D-III	21647449_len_310_MetaAn_18	NOD	Class_D	D	Yes	-	-	100	0	0	0.149	0.61802	9.78E-05	-
NPS-1	D-III	21647449_len_310_MetaAn_18	NPS	Class_D	D	No	-	-	-	-	-	-	-	0	-
OCH-2	C-I	21243713_len_452_MetaAn_63	OCH	Class_C	C	No	-	-	-	-	-	-	-	0	-
OCH-3	C-I	21243713_len_452_MetaAn_63	OCH	Class_C	C	No	-	-	-	-	-	-	-	0	-
OCH-5	C-I	21243713_len_452_MetaAn_63	OCH	Class_C	C	No	-	-	-	-	-	-	-	0.000184047	-
OHIO-1	A-IV	BRO-2	OHIO	Class_A	A	Yes	-	-	100	0	0	0.23	0.71858	0	-
OIH-1	A-IV	BRO-2	OIH	Class_A	A	Yes	-	-	100	0	0	0.204	0.64779	0.000105621	-
OKP-A-10	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-A-15	A-IV	BRO-2	OKP	Class_A	A	Yes	-	-	100	0	0	0.231	0.71759	0	-
OKP-A-5	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-A-6	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-A-7	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-B-42	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-B-48	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-B-9	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-B-P2	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-C-1	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	-
OKP-D-1	A-IV	BRO-2	OKP	Class_A	A	Yes	-	-	100	0	0	0.233	0.7176	0.000103369	-
ORF6-1	A-V	1090872_len_332_MetaAn_9	ORF6	Class_A	A	Yes	-	-	100	0	0	0.209	0.68907	0.000176842	-
OXA-1002	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1003	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1004	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1005	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1006	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.146	0.63458	0	-
OXA-1007	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.151	0.65443	0	-
OXA-1008	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1009	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1010	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1023	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000485083	-
OXA-1026	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	9.22E-05	-
OXA-1033	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1036	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.151	0.61897	0	-
OXA-1041	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1043	D-II	OXA-569	OXA	Class_D	D	Yes	-	-	100	0	0	0.126	0.63067	0	-
OXA-1044	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1045	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1051	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1056	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.145	0.64701	0.000552998	-
OXA-1062	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1068	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1084	D-I	CDD-1	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000314432	-
OXA-1085	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000511051	-
OXA-1086	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000178789	-
OXA-1089	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.149	0.60642	7.31E-05	-
OXA-1090	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.134	0.62837	4.34E-05	-
OXA-1091	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.145	0.65035	0.001737318	-
OXA-1092	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1101	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-111	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1110	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1111	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1112	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1113	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1115	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1116	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.153	0.63599	0	-
OXA-1122	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1142	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1145	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1149	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.135	0.60048	0	-
OXA-114n	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-114p	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-114s	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-114u	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1150	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1151	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1153	D-II	OXA-569	OXA	Class_D	D	Yes	-	-	100	0	0	0.132	0.61044	0	-
OXA-1156	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1157	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1164	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1166	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1168	D-I	CDD-1	OXA	Class_D	D	Yes	-	-	100	0	0	0.15	0.65961	0	-
OXA-1173	D-I	CDD-1	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000500709	-
OXA-1175	D-I	CDD-1	OXA	Class_D	D	Yes	-	-	100	0	0	0.148	0.65301	0	-
OXA-1182	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.143	0.63161	0	-
OXA-1185	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1189	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.155	0.64603	0	-
OXA-1190	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1191	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1195	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1196	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1197	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-12	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1206	D-I	CDD-1	OXA	Class_D	D	Yes	-	-	100	0	0	0.145	0.63975	0	-
OXA-1208	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.142	0.62141	0	-
OXA-121	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1213	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-1215	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-125	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-129	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-134	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.15	0.63737	0	-
OXA-149	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-151	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.14	0.61719	0	-
OXA-152	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-153	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.134	0.59075	2.34E-05	-
OXA-156	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.141	0.60794	0	-
OXA-157	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.141	0.62204	0	-
OXA-16	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.00018505	-
OXA-18	D-II	OXA-569	OXA	Class_D	D	Yes	-	-	100	0	0	0.126	0.59348	0	-
OXA-182	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-186	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-191	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.151	0.63848	0	-
OXA-192	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-195	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-196	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-197	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-198	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.154	0.6568	0.001218698	-
OXA-199	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-204	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-209	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.137	0.63106	0.001392246	-
OXA-211	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-212	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-213	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-22	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-239	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-242	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-243	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-247	D-I	CDD-1	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-250	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-251	D-I	CDD-1	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000140864	-
OXA-253	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-263	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-266	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-267	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-268	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-269	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.15	0.65105	0	-
OXA-27	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-271	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-273	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-274	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.15	0.60659	0	-
OXA-276	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-277	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-278	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-279	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.153	0.62377	0	-
OXA-280	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.146	0.62771	0	-
OXA-281	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-284	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-286	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-287	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-288	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-289	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-29	D-II	OXA-569	OXA	Class_D	D	Yes	-	-	100	0	0	0.121	0.60701	0.001015198	-
OXA-290	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-291	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.154	0.63013	0	-
OXA-292	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-293	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-294	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.153	0.6269	0	-
OXA-296	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.139	0.58528	0.001004744	-
OXA-297	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.152	0.61371	0	-
OXA-298	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-299	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.14	0.62485	0	-
OXA-300	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-302	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.149	0.61861	0	-
OXA-303	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-304	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-305	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-306	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.152	0.62762	0	-
OXA-307	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.162	0.62374	0	-
OXA-309	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-322	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-323	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-324	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-326	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-327	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-328	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-329	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-330	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-331	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-332	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-333	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-334	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000176104	-
OXA-335	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-337	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-346	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-347	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.134	0.63458	0	-
OXA-349	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-350	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-353	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-354	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-357	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-358	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-359	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-360	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-361	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-363	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-368	D-I	CDD-1	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-372	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-379	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-381	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-389	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-400	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-404	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-409	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.147	0.63494	0	-
OXA-416	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-418	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-421	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-436	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-438	D-I	CDD-1	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-443	D-II	OXA-569	OXA	Class_D	D	Yes	-	-	100	0	0	0.129	0.60642	0	-
OXA-444	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-448	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
OXA-45	D-II	OXA-569	OXA	Class_D	D	Yes	-	-	100	0	0	0.132	0.62028	0	-
OXA-458	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	2.74E-05	-
OXA-459	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	-
